uniprot	pdb	region_1	region_2	1_aligned	complex_rmsd	1_comp	2_aligned	2_comp
Q09472	5lkt	1520-1581	1287-1663	0.143	1.917	14.973	1.073	1.707
Q09472	5lku	1520-1581	1287-1663	0.113	1.993	15.963	1.122	1.812
Q09472	5lkx	1520-1581	1287-1663	0.148	1.99	14.86	1.066	1.731
Q09472	5lkz	1520-1581	1287-1663	0.132	1.931	14.347	1.08	1.718
P43405	5lma	93-167,245-370	371-631	1.781	1.962	2.709	1.953	2.52
P43405	5lmb	93-167,245-370	371-631	0.83	1.724	3.718	1.759	2.939
Q6GQQ9	5lru	187-193	194-365	2.739	5.837	16.695	1.763	3.936
Q6GQQ9	5lrv	187-193	194-365	1.724	7.046	3.871	2.554	1.93
Q6GQQ9	5lrw	187-193	194-365	2.336	6.935	16.928	2.32	4.568
Q8IXJ6	5mar	320-352	65-319	1.086	2.639	3.149	2.684	1.806
Q8IXJ6	5mat	320-352	65-319	0.971	2.53	2.997	2.687	1.197
P00519	5mo4	67-113,127-217	242-493	0.784	1.787	2.503	2.062	1.293
P28482	5ngu	173-196	25-172,197-313	0.965	1.045	0.988	0.885	1.077
P28482	5nhf	173-196	25-172,197-313	0.948	1.034	1.02	0.825	1.049
P28482	5nhh	173-196	25-172,197-313	0.962	1.262	1.21	0.978	1.326
P28482	5nhj	173-196	25-172,197-313	0.891	1.372	1.284	0.988	1.411
P28482	5nhl	173-196	25-172,197-313	1.016	1.119	1.025	0.904	1.139
P28482	5nho	173-196	25-172,197-313	0.842	1.234	1.235	0.999	1.242
P28482	5nhp	173-196	25-172,197-313	0.95	0.938	0.976	0.873	1.098
P28482	5nhv	173-196	25-172,197-313	0.882	1.102	1.02	0.919	1.046
P18654	5o1s	697-712	328-679	2.384	5.712	8.259	5.858	6.308
Q9BYP7	5o2c	440-463	147-405	1.018	7.607	23.922	2.826	17.81
P22681	5o76	353-380	381-435	1.843	2.016	1.788	1.641	2.197
Q96BN8	5oe7	330-340	129-341	1.667	1.664	1.718	1.217	1.756
P43405	5t68	93-167,245-370	371-631	1.244	1.868	4.401	1.856	3.38
P43405	5tiu	93-167,245-370	371-631	1.221	1.639	2.698	1.606	2.244
P43405	5tr6	93-167,245-370	371-631	1.849	1.696	2.956	1.668	2.535
P43405	5tt7	93-167,245-370	371-631	7.114	2.44	3.527	1.675	7.982
Q9Y4X5	5tte	408-557	339-392	1.82	15.65	43.978	1.967	56.458
O60741	5u6o	401-479	480-604	1.4	1.507	2.11	2.083	1.917
O60741	5u6p	401-479	480-604	1.051	1.196	0.897	0.851	1.168
Q9Y4X5	5udh	408-557	339-392	1.197	15.656	43.746	1.478	55.036
P53041	5ui1	28-129,487-499	184-486	0.512	0.848	0.903	0.849	0.52
Q9BZ95	5upd	1145-1258	1258-1273	1.071	1.257	2.721	1.942	2.268
P62826	5uwh	179-216	10-169	13.735	17.412	50.887	4.778	43.057
P62826	5uwi	179-216	10-169	13.173	18.492	51.15	4.743	43.453
P62826	5uwj	179-216	10-169	13.454	18.159	51.039	4.743	43.592
P62826	5uwo	179-216	10-169	13.818	18.047	51.471	4.751	43.767
P62826	5uwp	179-216	10-169	13.054	18.395	50.976	4.725	43.339
P62826	5uwq	179-216	10-169	13.44	18.169	51.045	4.742	43.615
P62826	5uwr	179-216	10-169	13.625	17.66	50.653	4.734	43.339
P62826	5uws	179-216	10-169	13.32	18.165	50.839	4.752	43.588
P62826	5uwt	179-216	10-169	13.292	18.52	51.402	4.744	43.52
P62826	5uwu	179-216	10-169	13.297	18.473	51.342	4.747	43.402
P62826	5uww	179-216	10-169	13.562	18.161	51.136	4.744	43.574
Q9H7B4	5v37	280-428	4-240	1.05	1.042	1.114	1.054	1.127
P28482	5v60	173-196	25-172,197-313	5.503	2.371	3.593	1.168	7.24
P28482	5v61	173-196	25-172,197-313	5.477	2.921	3.557	1.196	7.149
P28482	5v62	173-196	25-172,197-313	5.516	2.443	3.672	1.252	7.157
Q3UH93	5v6r	1294-1403,1527-1698	1404-1526,1699-1925	1.555	1.496	1.807	1.295	2.081
Q3UH93	5v6t	1294-1403,1527-1698	1404-1526,1699-1925	1.58	3.205	3.737	2.784	1.995
Q13557	5vlo	283-292	14-272	0.858	1.888	1.981	1.788	0.895
P53041	5wg8	28-129,487-499	184-486	0.493	1.162	1.193	0.792	0.687
P28482	5wp1	173-196	25-172,197-313	0.984	1.483	1.666	1.014	1.545
P13864	5wy1	649-695	1142-1601	2.87	1.64	1.161	1.047	2.819
Q9H7B4	5xxd	280-428	4-240	0.842	0.999	1.22	1.048	0.946
Q9H7B4	5xxg	280-428	4-240	0.868	0.92	1.038	0.925	0.95
Q9H7B4	5xxj	280-428	4-240	0.648	0.824	0.975	0.873	0.738
Q09472	5xzc	1520-1581	1287-1663	12.251	28.295	36.144	14.342	35.353
Q06124	5xzr	3-104	247-517	1.14	1.605	1.753	1.264	1.447
Q8IXJ6	5y0z	320-352	65-319	0.749	2.079	2.366	2.186	0.901
Q8IXJ6	5y5n	320-352	65-319	0.699	9.147	3.421	2.646	1.49
P43405	5y5t	93-167,245-370	371-631	1.461	1.727	2.666	1.679	2.866
P43405	5y5u	93-167,245-370	371-631	1.742	1.843	3.558	1.832	3.158
Q9H7B4	5yjo	280-428	4-240	0.796	0.839	0.908	0.839	0.829
P31016	5ypr	428-498	534-709	1.757	1.512	1.942	1.506	1.784
Q8IXJ6	5yql	320-352	65-319	0.918	2.076	2.344	2.064	0.997
Q8IXJ6	5yqm	320-352	65-319	1.022	1.987	2.309	1.956	1.109
Q8IXJ6	5yqn	320-352	65-319	1.041	1.881	2.133	1.813	1.096
Q8IXJ6	5yqo	320-352	65-319	1.033	1.85	2.126	1.787	1.097
P62826	5yro	179-216	10-169	11.959	18.439	50.244	4.76	43.885
P62826	5yst	179-216	10-169	13.437	18.309	50.775	4.752	43.421
P62826	5ysu	179-216	10-169	13.333	18.298	50.659	4.737	43.392
Q02750	5yt3	75-102	68-74,103-361	0.993	5.089	5.893	3.617	1.03
P62826	5ytb	179-216	10-169	12.875	18.077	50.297	4.758	43.219
P08631	5zj6	142-239,240-259	76-136,425-514	2.556	2.773	2.613	1.259	3.726
P62826	5zpu	179-216	10-169	13.099	17.134	50.137	4.754	43.464
P62826	6a38	179-216	10-169	13.118	18.078	50.918	4.747	43.274
P62826	6a3a	179-216	10-169	13.047	18.061	50.777	4.772	43.231
P62826	6a3b	179-216	10-169	12.995	18.051	50.638	4.752	43.218
P62826	6a3c	179-216	10-169	13.027	18.085	50.708	4.779	43.294
P62826	6a3e	179-216	10-169	12.928	18.021	50.574	4.763	43.141
P00519	6amv	67-113,127-217	242-493	4.807	26.532	37.13	6.743	37.117
P00519	6amw	67-113,127-217	242-493	5.442	30.163	43.776	11.666	63.4
Q06124	6atd	3-104	247-517	0.942	1.043	1.166	0.849	1.064
P12931	6ate	249-269,151-248	84-145,524-536	5.326	6.236	25.671	5.421	71.638
Q13557	6ayw	283-292	14-272	1.123	1.879	2.053	1.746	1.208
P11142	6b1i	263-287	225-262	0.807	3.115	0.789	0.775	0.823
P11142	6b1m	263-287	225-262	1.082	3.039	0.752	0.699	1.086
P11142	6b1n	263-287	225-262	1.1	3.042	0.799	0.771	1.098
P54646	6b1u	291-376	16-268	3.529	2.253	1.512	0.908	3.463
P54646	6b2e	291-376	16-268	5.414	4.082	15.294	1.139	11.728
Q3UP24	6b5b	356-463,578-1020	95-298	2.418	2.505	3.909	1.917	3.303
P00579	6b6h	2-80	379-449,458-534	0.647	3.984	47.565	2.061	19.27
Q6PHZ2	6bab	283-292	14-272	0.729	2.111	2.319	2.145	0.756
O08967	6bbp	251-265,383-395	77-206	3.923	24.611	47.475	0.964	52.327
O08967	6bbq	251-265,383-395	77-206	4.821	25.54	55.639	0.859	54.399
Q06124	6bmr	3-104	247-517	0.882	1.002	1.006	0.889	0.944
Q06124	6bmu	3-104	247-517	0.813	1.044	1.14	1.053	0.855
Q06124	6bmv	3-104	247-517	0.906	1.021	0.962	0.909	0.949
Q06124	6bmw	3-104	247-517	0.826	0.936	0.899	0.8	0.845
Q06124	6bmx	3-104	247-517	0.889	0.982	1.003	0.896	0.963
Q06124	6bmy	3-104	247-517	0.8	1.088	1.224	1.143	0.86
Q06124	6bn5	3-104	247-517	0.862	1.036	1.121	0.973	1.004
Q9Y6K1	6brr	476-626	634-912	6.8	17.844	66.386	8.608	58.589
Q13131	6c9g	313-392	27-279	4.116	1.993	43.755	1.259	6.79
Q13131	6c9h	313-392	27-279	6.804	4.787	10.894	1.398	9.859
Q13131	6c9j	313-392	27-279	1.793	1.928	5.249	1.418	4.116
Q9UM73	6cdt	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	2.248	2.319	5.047	1.372	2.694
Q9BZ95	6cen	1145-1258	1258-1273	1.096	2.674	1.712	1.544	1.315
P62826	6cit	179-216	10-169	13.554	18.193	51.303	4.755	43.609
Q06124	6cmp	3-104	247-517	1.065	1.714	1.669	1.579	1.421
Q06124	6cmr	3-104	247-517	0.964	1.212	2.057	0.797	1.544
Q06124	6cms	3-104	247-517	1.554	1.592	2.15	1.017	2.009
Q06124	6crf	3-104	247-517	2.179	20.133	37.551	1.092	58.744
Q06124	6crg	3-104	247-517	1.075	1.343	1.424	0.909	1.34
O00571	6cz5	132-181	211-575	3.074	5.041	11.822	4.367	8.874
P28482	6d5y	173-196	25-172,197-313	4.642	2.217	7.208	1.569	6.007
Q8NB16	6d74	133-150	1-124	2.366	3.92	6.054	2.874	3.534
P27577	6da1	304-310,416-441	335-415	1.203	7.748	15.651	1.102	13.097
P27577	6dat	304-310,416-441	335-415	1.167	8.016	15.865	1.147	13.754
P28482	6dmg	173-196	25-172,197-313	0.849	0.96	1.077	0.873	0.936
Q9UM73	6e0r	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.35	1.572	1.586	1.237	1.491
P12931	6e6e	249-269,151-248	84-145,524-536	4.354	6.293	19.069	5.255	75.115
Q9UM73	6ebw	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.094	1.33	1.615	1.246	1.294
Q9UM73	6edl	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.18	2.173	9.711	1.105	2.241
P07949	6fek	900-909	724-899,910-1016	4.137	3.339	8.809	2.62	8.533
P28482	6g54	173-196	25-172,197-313	0.924	1.045	1.079	0.998	0.977
P28482	6g8x	173-196	25-172,197-313	2.565	1.266	1.244	1.049	2.662
P28482	6g91	173-196	25-172,197-313	1.174	1.024	1.188	0.914	1.3
P28482	6g92	173-196	25-172,197-313	0.944	1.011	1.244	0.897	1.14
P28482	6g93	173-196	25-172,197-313	1.189	1.194	1.162	0.961	1.361
P28482	6g97	173-196	25-172,197-313	1.175	1.372	1.48	1.056	1.736
P28482	6g9a	173-196	25-172,197-313	1.2	1.189	1.226	1.023	1.449
P28482	6g9d	173-196	25-172,197-313	1.151	1.189	1.2	0.978	1.254
P28482	6g9h	173-196	25-172,197-313	1.142	1.119	1.183	1.006	1.192
P28482	6g9j	173-196	25-172,197-313	1.116	1.139	1.237	1.023	1.194
P28482	6g9k	173-196	25-172,197-313	1.159	1.139	1.312	1.034	1.265
P28482	6g9m	173-196	25-172,197-313	1.16	1.107	1.292	1.045	1.237
P28482	6g9n	173-196	25-172,197-313	2.601	1.345	1.202	1.038	2.692
P28482	6gdm	173-196	25-172,197-313	0.876	1.176	1.283	1.003	1.056
P28482	6gdq	173-196	25-172,197-313	1.176	1.022	1.164	0.929	1.285
P28482	6ge0	173-196	25-172,197-313	1.164	1.107	1.226	0.986	1.235
P28482	6gjb	173-196	25-172,197-313	1.171	1.111	1.253	0.904	1.286
P28482	6gjd	173-196	25-172,197-313	1.126	1.024	1.21	0.921	1.238
A0A0R4I961	6gtv	155-279	3-147	3.175	14.698	28.39	3.171	31.549
A0A0R4I961	6gtw	155-279	3-147	0.599	0.744	2.428	0.763	0.785
A0A0R4I961	6gtz	155-279	3-147	3.075	14.649	27.122	3.07	29.368
A0A0R4I961	6gu0	155-279	3-147	3.033	14.297	26.137	3.244	27.626
Q09472	6gyr	1520-1581	1287-1663	9.201	5.136	53.536	5.676	19.113
P31749	6hhf	5-108	150-408	3.281	4.839	10.516	2.94	10.769
P31749	6hhg	5-108	150-408	3.874	5.347	11.002	3.753	10.439
P31749	6hhh	5-108	150-408	3.63	5.165	11.373	3.436	10.436
P31749	6hhi	5-108	150-408	3.965	5.438	11.182	3.686	10.691
P31749	6hhj	5-108	150-408	4.091	6.065	11.261	5.554	10.426
P07949	6i82	900-909	724-899,910-1016	0.322	2.611	27.383	2.128	3.874
P07949	6i83	900-909	724-899,910-1016	4.078	3.118	17.097	2.263	8.309
Q96BN8	6i9c	330-340	129-341	1.297	1.158	1.54	1.168	1.282
P54578	6iik	329-351,429-433	105-483	1.677	1.206	4.382	1.181	2.348
P54578	6iil	329-351,429-433	105-483	1.814	1.349	5.987	1.246	2.306
P54578	6iim	329-351,429-433	105-483	2.774	1.625	6.376	1.618	4.276
P54578	6iin	329-351,429-433	105-483	1.875	1.323	5.893	1.31	2.347
Q9H7B4	6ijl	280-428	4-240	0.805	0.932	1.084	0.953	0.92
Q9H0M0	6j1x	349-527	588-922	1.242	0.932	0.888	0.746	1.394
Q9H0M0	6j1y	349-527	588-922	6.23	2.456	5.222	1.554	7.421
P62826	6kft	179-216	10-169	12.995	18.051	50.638	4.752	43.218
Q8IXJ6	6l65	320-352	65-319	1.044	2.184	2.418	2.298	1.063
Q8IXJ6	6l66	320-352	65-319	0.882	1.61	1.635	1.543	0.956
Q8IXJ6	6l71	320-352	65-319	0.816	1.521	1.597	1.499	0.898
Q8IXJ6	6l72	320-352	65-319	0.947	1.577	1.651	1.6	1.012
D2AJU0	6lol	57-228	251-545	1.398	3.454	10.58	2.799	6.801
P62826	6lq9	179-216	10-169	12.692	18.503	50.681	4.738	43.421
P54578	6lvs	329-351,429-433	105-483	1.11	1.403	1.938	1.406	1.288
Q96FI4	6lwa	244-245	220-280	0.517	0.971	4.885	1.187	1.915
Q96FI4	6lwb	244-245	220-280	0.665	0.939	5.469	1.008	2.131
Q96FI4	6lwc	244-245	220-280	0.696	1.019	5.209	1.342	2.245
Q96FI4	6lwd	244-245	220-280	1.283	1.194	5.442	1.919	3.306
Q96FI4	6lwf	244-245	220-280	1.088	1.157	8.943	1.694	3.504
Q96FI4	6lwg	244-245	220-280	1.266	1.182	5.459	1.959	3.261
Q96FI4	6lwh	244-245	220-280	0.586	0.933	8.532	1.006	2.286
Q96FI4	6lwi	244-245	220-280	0.996	1.316	6.959	2.267	1.651
Q96FI4	6lwj	244-245	220-280	0.628	1.079	6.078	1.28	1.958
Q96FI4	6lwk	244-245	220-280	1.086	1.329	7.845	2.313	1.835
Q96FI4	6lwl	244-245	220-280	1.019	1.271	7.64	2.108	1.918
Q96FI4	6lwm	244-245	220-280	0.548	0.962	8.144	1.161	2.092
Q96FI4	6lwn	244-245	220-280	1.282	1.15	5.326	1.888	2.989
Q96FI4	6lwq	244-245	220-280	1.037	1.281	6.688	2.194	2.156
Q96FI4	6lwr	244-245	220-280	1.247	1.209	7.025	1.877	3.322
Q96RD7	6m02	412-426	1-287	8.367	12.041	43.762	11.308	31.573
P62826	6m60	179-216	10-169	12.684	18.529	51.63	4.745	43.932
P62826	6m6x	179-216	10-169	12.195	18.48	50.997	4.726	43.964
Q06124	6md7	3-104	247-517	0.857	1.135	0.985	0.859	0.915
Q06124	6md9	3-104	247-517	0.72	0.879	0.789	0.742	0.773
Q06124	6mda	3-104	247-517	0.816	0.899	0.843	0.772	0.915
Q06124	6mdb	3-104	247-517	0.874	0.971	0.85	0.769	0.901
Q06124	6mdc	3-104	247-517	0.73	1.303	1.476	1.392	0.826
Q06124	6mdd	3-104	247-517	0.964	0.944	0.836	0.771	1.067
Q9UM73	6mx8	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.151	1.835	9.392	1.085	1.83
P00579	6n4c	2-80	379-449,458-534	10.135	20.325	61.643	7.957	51.078
P00579	6n57	2-80	379-449,458-534	9.717	19.597	64.653	1.794	56.121
P00579	6n58	2-80	379-449,458-534	9.207	19.245	64.722	1.822	56.679
Q9D8T2	6n9n	279-469	1-273	1.601	5.336	7.373	7.482	2.268
P57764	6n9o	280-484	1-275	2.219	7.112	9.993	9.983	2.617
P28482	6nbs	173-196	25-172,197-313	3.085	7.676	47.809	6.237	12.941
P07949	6ne7	900-909	724-899,910-1016	3.881	3.078	13.942	2.272	8.489
P07949	6nec	900-909	724-899,910-1016	5.252	2.795	10.564	2.187	8.717
P15498	6new	131-178	194-373	0.809	3.058	1.114	0.999	0.904
P15498	6nf1	131-178	194-373	1.591	1.198	1.254	0.962	2.007
P15498	6nfa	131-178	194-373	1.597	1.843	2.163	1.045	1.873
P62826	6nif	179-216	10-169	9.778	16.414	34.148	13.994	26.002
P07949	6nja	900-909	724-899,910-1016	3.924	2.948	13.385	2.132	8.43
Q96P20	6npy	740-991	220-536	2.499	10.288	12.113	3.884	7.696
Q02750	6nyb	75-102	68-74,103-361	0.982	1.277	1.339	1.079	1.001
O00571	6o5f	132-181	211-575	3.375	23.124	29.747	20.463	33.266
Q9H7B4	6o9o	280-428	4-240	0.77	0.83	0.867	0.818	0.881
P28482	6opg	173-196	25-172,197-313	5.468	2.512	3.672	1.252	7.307
P28482	6oph	173-196	25-172,197-313	5.54	2.481	3.857	1.212	7.405
P28482	6opi	173-196	25-172,197-313	1.175	1.353	1.285	1.135	1.246
P00579	6p1k	2-80	379-449,458-534	2.251	16.093	64.878	1.975	59.179
Q9H7B4	6p6g	280-428	4-240	0.77	0.83	0.867	0.818	0.881
Q9H7B4	6p6k	280-428	4-240	0.839	1.036	1.565	0.997	1.372
Q9H7B4	6p7z	280-428	4-240	0.937	0.989	1.15	0.998	1.032
Q9Y6K1	6pa7	476-626	634-912	3.984	1.555	5.953	1.213	4.453
Q9H7B4	6paf	280-428	4-240	0.731	0.874	1.093	0.873	0.966
Q9UIK4	6paw	292-301	23-285	1.108	5.223	1.333	1.188	1.186
Q09472	6pf1	1520-1581	1287-1663	0.244	0.923	4.292	0.923	2.301
Q02750	6pp9	75-102	68-74,103-361	0.765	1.224	1.288	1.036	0.79
P00579	6psq	2-80	379-449,458-534	9.433	19.551	65.421	1.911	56.236
P00579	6psr	2-80	379-449,458-534	9.677	19.516	64.994	1.956	56.258
P00579	6pss	2-80	379-449,458-534	9.031	20.22	65.313	1.857	56.227
P00579	6pst	2-80	379-449,458-534	9.188	20.26	65.048	1.745	56.71
P00579	6psu	2-80	379-449,458-534	9.471	17.641	64.717	1.797	57.147
Q02750	6q0j	75-102	68-74,103-361	0.934	0.841	1.352	0.522	0.911
Q02750	6q0t	75-102	68-74,103-361	0.934	0.866	1.382	0.538	0.911
P28482	6q7k	173-196	25-172,197-313	1.13	1.479	1.299	1.107	1.288
P28482	6q7s	173-196	25-172,197-313	1.058	1.13	1.291	0.97	1.274
P28482	6q7t	173-196	25-172,197-313	1.129	1.099	1.27	0.972	1.232
P28482	6qa1	173-196	25-172,197-313	1.104	1.238	1.609	1.071	1.349
P28482	6qa3	173-196	25-172,197-313	1.077	1.222	1.302	1.065	1.236
P28482	6qa4	173-196	25-172,197-313	2.478	1.259	1.158	0.956	2.624
P28482	6qag	173-196	25-172,197-313	1.17	1.221	1.197	1.068	1.266
P28482	6qah	173-196	25-172,197-313	1.127	1.244	1.235	1.026	1.226
P28482	6qal	173-196	25-172,197-313	2.579	1.218	1.203	0.919	2.702
P28482	6qaq	173-196	25-172,197-313	1.097	1.347	1.296	1.092	1.272
P28482	6qaw	173-196	25-172,197-313	1.079	1.036	1.232	0.935	1.246
Q8IXJ6	6qcn	320-352	65-319	0.991	2.559	3.164	2.618	1.874
Q8IU85	6qp5	279-319	23-278	0.84	2.232	2.351	2.249	0.891
Q9Y490	6r9t	1654-2344	86-403	7.959	11.677	20.459	4.171	48.086
P28482	6rq4	173-196	25-172,197-313	1.165	1.091	1.126	0.967	1.244
Q8TDX7	6s73	182-199	34-181,200-299	3.605	1.867	6.585	1.558	4.991
Q8TDX7	6s75	182-199	34-181,200-299	4.527	1.631	19.612	1.485	6.478
Q8TDX7	6s76	182-199	34-181,200-299	2.149	1.66	31.584	1.414	7.696
P31749	6s9w	5-108	150-408	4.254	6.031	11.244	5.408	10.61
P31749	6s9x	5-108	150-408	3.807	5.134	10.651	3.511	10.409
Q96BN8	6sak	330-340	129-341	1.277	2.733	4.33	1.285	1.994
P28482	6slg	173-196	25-172,197-313	0.6	0.907	1.043	0.883	0.701
P43405	6ssb	93-167,245-370	371-631	0.847	1.472	2.342	1.455	1.965
Q8IU85	6t28	279-319	23-278	1.136	2.353	2.693	2.354	1.279
Q8IU85	6t29	279-319	23-278	1.147	2.369	2.724	2.385	1.247
Q8IU85	6t6f	279-319	23-278	1.306	2.627	2.38	2.067	1.446
P49137	6t8x	328-364	64-325	2.464	6.094	23.014	6.337	4.587
P49137	6tca	328-364	64-325	1.159	3.223	3.593	3.56	1.264
P62826	6tvo	179-216	10-169	0.827	4.762	49.234	4.794	9.794
Q9UGN5	6tx3	231-348	356-538	1.941	1.756	1.346	1.31	1.936
Q00944	6ty3	35-362	422-680	1.81	22.255	58.014	2.505	70.246
Q00944	6ty4	35-362	422-680	1.871	22.353	58.788	2.043	69.643
Q02750	6u2g	75-102	68-74,103-361	0.744	1.465	1.447	1.155	0.774
O60741	6uqf	401-479	480-604	1.271	3.744	0.974	0.95	1.42
O60741	6uqg	401-479	480-604	1.207	1.648	1.098	0.976	1.333
Q8NB16	6ux8	133-150	1-124	1.274	1.516	2.298	1.334	1.994
Q02750	6v2w	75-102	68-74,103-361	0.908	1.369	1.495	1.282	1.002
Q09472	6v8b	1520-1581	1287-1663	1.055	0.995	3.766	0.956	1.097
Q09472	6v8n	1520-1581	1287-1663	11.214	2.717	11.144	2.717	12.874
Q09472	6v90	1520-1581	1287-1663	10.341	2.343	8.975	2.343	11.397
P07949	6vhg	900-909	724-899,910-1016	5.007	2.303	26.647	1.744	7.953
Q9D8T2	6vie	279-469	1-273	1.692	5.668	8.904	7.198	5.266
P43405	6vov	93-167,245-370	371-631	0.978	1.704	3.057	1.697	2.3
Q6SZW1	6wpk	560-703,382-385,375-399,281-331	244-269,134-173,162-197,402-476,412-484	2.136	4.432	2.872	1.772	4.129
Q06124	6wu8	3-104	247-517	1.448	1.373	0.986	0.957	1.463
Q9UGN5	6x0l	231-348	356-538	15.86	21.452	35.183	18.021	28.301
Q9UGN5	6x0m	231-348	356-538	15.804	21.458	36.006	17.841	27.645
Q9UGN5	6x0n	231-348	356-538	15.86	21.452	35.183	18.021	28.301
P62826	6x2m	179-216	10-169	13.1	18.579	50.62	4.815	43.604
P62826	6x2o	179-216	10-169	13.085	18.553	50.629	4.797	43.557
P62826	6x2p	179-216	10-169	13.857	17.97	51.52	4.801	43.547
P62826	6x2r	179-216	10-169	13.813	18.072	51.526	4.849	43.782
P62826	6x2s	179-216	10-169	13.672	17.796	51.184	4.764	43.257
P62826	6x2u	179-216	10-169	13.819	17.857	51.524	4.796	43.271
P62826	6x2v	179-216	10-169	13.262	16.801	49.764	4.82	43.062
P62826	6x2w	179-216	10-169	13.506	17.936	51.054	4.785	43.463
P62826	6x2x	179-216	10-169	13.839	17.98	51.436	4.744	43.615
P62826	6x2y	179-216	10-169	13.785	18.03	51.427	4.749	43.717
P26358	6x9i	647-714	1140-1602	15.741	32.306	53.838	14.53	67.467
P26358	6x9j	647-714	1140-1602	15.399	32.969	54.786	14.378	67.788
P26358	6x9k	647-714	1140-1602	15.369	32.963	53.873	14.312	67.617
P00579	6xh7	2-80	379-449,458-534	0.587	4.041	47.2	2.227	19.224
P00579	6xh8	2-80	379-449,458-534	1.205	4.056	41.299	2.325	18.507
P62826	6xjp	179-216	10-169	12.913	18.501	50.509	4.748	43.466
P62826	6xjr	179-216	10-169	13.393	18.233	50.629	4.758	43.762
P62826	6xjs	179-216	10-169	12.974	18.513	50.43	4.751	43.509
P62826	6xjt	179-216	10-169	12.991	18.534	50.542	4.748	43.558
P62826	6xju	179-216	10-169	12.979	18.52	50.451	4.758	43.505
P39687	6xzq	121-163	1-120	1.747	1.544	1.712	1.454	1.835
Q9H7B4	6yuh	280-428	4-240	0.856	0.962	1.033	1.015	0.915
P43405	6zc0	93-167,245-370	371-631	0.693	1.538	2.851	1.511	2.331
P43405	6zcp	93-167,245-370	371-631	0.679	1.55	2.125	1.541	1.867
P43405	6zcq	93-167,245-370	371-631	0.796	1.496	2.239	1.49	1.794
P43405	6zcr	93-167,245-370	371-631	0.928	1.74	3.348	1.719	2.412
P43405	6zcs	93-167,245-370	371-631	0.831	1.649	2.494	1.643	2.088
P43405	6zcu	93-167,245-370	371-631	0.928	1.74	3.348	1.719	2.412
P43405	6zcx	93-167,245-370	371-631	0.981	1.503	2.075	1.488	1.928
P43405	6zcy	93-167,245-370	371-631	0.82	1.475	2.22	1.461	1.865
Q6SZW1	6zfx	560-703,382-385,375-399,281-331	244-269,134-173,162-197,402-476,412-484	1.619	2.369	2.26	1.466	4.269
Q8NB16	6zle	133-150	1-124	2.647	3.363	5.959	2.725	3.599
Q8NB16	6zpr	133-150	1-124	2.612	3.736	4.95	3.2	3.577
Q9H7B4	6zrb	280-428	4-240	0.962	0.95	1.02	0.954	0.999
Q8NB16	6zvo	133-150	1-124	1.454	2.237	2.055	1.754	1.753
P11142	6zyj	263-287	225-262	1.119	3.155	1.107	1.001	1.197
Q8NB16	6zz1	133-150	1-124	1.238	1.986	1.882	1.525	1.642
Q9UGN5	7aeo	231-348	356-538	8.175	9.237	12.793	1.159	18.167
Q6SZW1	7anw	560-703,382-385,375-399,281-331	244-269,134-173,162-197,402-476,412-484	0.988	1.606	2.163	1.075	2.917
P31749	7apj	5-108	150-408	2.21	4.843	16.64	11.428	35.733
P28482	7auv	173-196	25-172,197-313	1.219	1.137	1.268	1.026	1.29
Q95PM0	7avm	96-113	126-342	3.898	1.669	2.193	1.091	4.277
Q02750	7b3m	75-102	68-74,103-361	1.548	1.434	1.538	0.992	1.641
P62826	7b51	179-216	10-169	1.601	4.7	41.403	4.755	9.825
Q9Y4X5	7b5l	408-557	339-392	2.399	12.653	37.719	2.248	36.347
Q9Y4X5	7b5m	408-557	339-392	2.264	4.435	12.186	2.596	15.079
Q9Y4X5	7b5n	408-557	339-392	2.394	12.682	38.068	2.254	36.738
Q02750	7b7r	75-102	68-74,103-361	1.515	1.442	1.527	1.01	1.562
Q02750	7b94	75-102	68-74,103-361	1.346	1.276	1.418	0.868	1.427
Q02750	7b9l	75-102	68-74,103-361	1.32	1.318	1.431	0.827	1.421
P00579	7bef	2-80	379-449,458-534	0.621	4.225	29.515	2.066	18.998
P00579	7beg	2-80	379-449,458-534	0.618	4.15	54.304	2.251	21.864
B5XAZ0	7bfk	116-120	1-115	0.915	4.662	1.772	1.778	0.905
B5XAZ0	7bfl	116-120	1-115	0.707	1.998	2.805	2.082	0.88
Q9H7B4	7bj1	280-428	4-240	0.973	0.956	1.041	0.941	1.049
Q8IXJ6	7bos	320-352	65-319	0.815	1.767	1.891	1.887	0.882
Q8IXJ6	7bot	320-352	65-319	0.827	1.738	1.854	1.861	0.895
Q9UM73	7btt	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	2.808	2.301	6.159	1.374	3.618
Q6SZW1	7cm5	560-703,382-385,375-399,281-331	244-269,134-173,162-197,402-476,412-484	0.976	1.527	2.552	1.146	2.764
Q6SZW1	7cm6	560-703,382-385,375-399,281-331	244-269,134-173,162-197,402-476,412-484	1.008	1.484	3.135	1.152	2.708
