gene_name	uniprot	protein_length	region_1	region_2	pdb	chain	af_filename	gt_fn	date
PLK1	P53350	603.0	367-603	53-305	4e9d	A	F-P53350-F1-model_v3.cif	4e9d.cif	2012-03-21
PLK1	P53350	603.0	367-603	53-305	4h5x	A	F-P53350-F1-model_v3.cif	4h5x.cif	2012-09-19
PLK1	P53350	603.0	367-603	53-305	4h71	A	F-P53350-F1-model_v3.cif	4h71.cif	2012-09-19
PLK1	P53350	603.0	367-603	53-305	4hab	A	F-P53350-F1-model_v3.cif	4hab.cif	2012-09-26
PLK1	P53350	603.0	367-603	53-305	4hco	A	F-P53350-F1-model_v3.cif	4hco.cif	2012-10-01
PLK1	P53350	603.0	367-603	53-305	4hy2	A	F-P53350-F1-model_v3.cif	4hy2.cif	2012-11-12
PLK1	P53350	603.0	367-603	53-305	4j52	A	F-P53350-F1-model_v3.cif	4j52.cif	2013-02-07
PLK1	P53350	603.0	367-603	53-305	4j53	A	F-P53350-F1-model_v3.cif	4j53.cif	2013-02-07
PLK1	P53350	603.0	367-603	53-305	4lkl	A	F-P53350-F1-model_v3.cif	4lkl.cif	2013-07-08
PLK1	P53350	603.0	367-603	53-305	4lkm	A	F-P53350-F1-model_v3.cif	4lkm.cif	2013-07-08
PLK1	P53350	603.0	367-603	53-305	4o56	A	F-P53350-F1-model_v3.cif	4o56.cif	2013-12-19
PLK1	P53350	603.0	367-603	53-305	4o6w	A	F-P53350-F1-model_v3.cif	4o6w.cif	2013-12-23
PLK1	P53350	603.0	367-603	53-305	4o9w	A	F-P53350-F1-model_v3.cif	4o9w.cif	2014-01-03
PLK1	P53350	603.0	367-603	53-305	4rcp	A	F-P53350-F1-model_v3.cif	4rcp.cif	2014-09-16
PLK1	P53350	603.0	367-603	53-305	4whh	A	F-P53350-F1-model_v3.cif	4whh.cif	2014-09-22
PLK1	P53350	603.0	367-603	53-305	4whk	A	F-P53350-F1-model_v3.cif	4whk.cif	2014-09-23
PLK1	P53350	603.0	367-603	53-305	4whl	A	F-P53350-F1-model_v3.cif	4whl.cif	2014-09-23
PLK1	P53350	603.0	367-603	53-305	4x9r	A	F-P53350-F1-model_v3.cif	4x9r.cif	2014-12-11
PLK1	P53350	603.0	367-603	53-305	4x9v	A	F-P53350-F1-model_v3.cif	4x9v.cif	2014-12-11
PLK1	P53350	603.0	367-603	53-305	4x9w	A	F-P53350-F1-model_v3.cif	4x9w.cif	2014-12-11
PLK1	P53350	603.0	367-603	53-305	5j19	A	F-P53350-F1-model_v3.cif	5j19.cif	2016-03-29
PLK1	P53350	603.0	367-603	53-305	5nei	A	F-P53350-F1-model_v3.cif	5nei.cif	2017-03-10
PLK1	P53350	603.0	367-603	53-305	5nfu	A	F-P53350-F1-model_v3.cif	5nfu.cif	2017-03-16
PLK1	P53350	603.0	367-603	53-305	5nje	A	F-P53350-F1-model_v3.cif	5nje.cif	2017-03-28
PLK1	P53350	603.0	367-603	53-305	5nmm	A	F-P53350-F1-model_v3.cif	5nmm.cif	2017-04-06
PLK1	P53350	603.0	367-603	53-305	5nn1	A	F-P53350-F1-model_v3.cif	5nn1.cif	2017-04-07
PLK1	P53350	603.0	367-603	53-305	5nn2	A	F-P53350-F1-model_v3.cif	5nn2.cif	2017-04-07
PLK1	P53350	603.0	367-603	53-305	5ta6	A	F-P53350-F1-model_v3.cif	5ta6.cif	2016-09-09
PLK1	P53350	603.0	367-603	53-305	5ta8	A	F-P53350-F1-model_v3.cif	5ta8.cif	2016-09-09
PLK1	P53350	603.0	367-603	53-305	6ax4	A	F-P53350-F1-model_v3.cif	6ax4.cif	2017-09-06
PLK1	P53350	603.0	367-603	53-305	6gy2	A	F-P53350-F1-model_v3.cif	6gy2.cif	2018-06-28
PLK1	P53350	603.0	367-603	53-305	7mso	A	F-P53350-F1-model_v3.cif	7mso.cif	2021-05-11
PLK1	P53350	603.0	367-603	53-305	7mx1	A	F-P53350-F1-model_v3.cif	7mx1.cif	2021-05-17
PLK1	P53350	603.0	367-603	53-305	8bjt	A	F-P53350-F1-model_v3.cif	8bjt.cif	2022-11-06
PLK1	P53350	603.0	367-603	53-305	8crc	A	F-P53350-F1-model_v3.cif	8crc.cif	2023-03-08
PLK1	P53350	603.0	367-603	53-305	8joq	A	F-P53350-F1-model_v3.cif	8joq.cif	2023-06-08
PLK1	P53350	603.0	367-603	53-305	8joy	A	F-P53350-F1-model_v3.cif	8joy.cif	2023-06-09
PLK1	P53350	603.0	367-603	53-305	8x72	A	F-P53350-F1-model_v3.cif	8x72.cif	2023-11-22
PLK1	P53350	603.0	367-603	53-305	8xb9	A	F-P53350-F1-model_v3.cif	8xb9.cif	2023-12-06
MAP2K1	Q02750	393.0	75-102	68-74,103-361	1s9j	A	F-Q02750-F1-model_v3.cif	1s9j.cif	2004-02-04
MAP2K1	Q02750	393.0	75-102	68-74,103-361	2p55	A	F-Q02750-F1-model_v3.cif	2p55.cif	2007-03-14
MAP2K1	Q02750	393.0	75-102	68-74,103-361	3dv3	A	F-Q02750-F1-model_v3.cif	3dv3.cif	2008-07-18
MAP2K1	Q02750	393.0	75-102	68-74,103-361	3dy7	A	F-Q02750-F1-model_v3.cif	3dy7.cif	2008-07-25
MAP2K1	Q02750	393.0	75-102	68-74,103-361	3e8n	A	F-Q02750-F1-model_v3.cif	3e8n.cif	2008-08-20
MAP2K1	Q02750	393.0	75-102	68-74,103-361	3eqb	A	F-Q02750-F1-model_v3.cif	3eqb.cif	2008-09-30
MAP2K1	Q02750	393.0	75-102	68-74,103-361	3eqc	A	F-Q02750-F1-model_v3.cif	3eqc.cif	2008-09-30
MAP2K1	Q02750	393.0	75-102	68-74,103-361	3eqd	A	F-Q02750-F1-model_v3.cif	3eqd.cif	2008-09-30
MAP2K1	Q02750	393.0	75-102	68-74,103-361	3eqf	A	F-Q02750-F1-model_v3.cif	3eqf.cif	2008-09-30
MAP2K1	Q02750	393.0	75-102	68-74,103-361	3eqg	A	F-Q02750-F1-model_v3.cif	3eqg.cif	2008-09-30
MAP2K1	Q02750	393.0	75-102	68-74,103-361	3eqh	A	F-Q02750-F1-model_v3.cif	3eqh.cif	2008-09-30
MAP2K1	Q02750	393.0	75-102	68-74,103-361	3eqi	A	F-Q02750-F1-model_v3.cif	3eqi.cif	2008-09-30
MAP2K1	Q02750	393.0	75-102	68-74,103-361	3mbl	A	F-Q02750-F1-model_v3.cif	3mbl.cif	2010-03-25
MAP2K1	Q02750	393.0	75-102	68-74,103-361	3orn	A	F-Q02750-F1-model_v3.cif	3orn.cif	2010-09-07
MAP2K1	Q02750	393.0	75-102	68-74,103-361	3os3	A	F-Q02750-F1-model_v3.cif	3os3.cif	2010-09-08
MAP2K1	Q02750	393.0	75-102	68-74,103-361	3pp1	A	F-Q02750-F1-model_v3.cif	3pp1.cif	2010-11-23
MAP2K1	Q02750	393.0	75-102	68-74,103-361	3sls	A	F-Q02750-F1-model_v3.cif	3sls.cif	2011-06-25
MAP2K1	Q02750	393.0	75-102	68-74,103-361	3v01	A	F-Q02750-F1-model_v3.cif	3v01.cif	2011-12-07
MAP2K1	Q02750	393.0	75-102	68-74,103-361	3v04	A	F-Q02750-F1-model_v3.cif	3v04.cif	2011-12-07
MAP2K1	Q02750	393.0	75-102	68-74,103-361	3vvh	A	F-Q02750-F1-model_v3.cif	3vvh.cif	2012-07-24
MAP2K1	Q02750	393.0	75-102	68-74,103-361	3w8q	A	F-Q02750-F1-model_v3.cif	3w8q.cif	2013-03-20
MAP2K1	Q02750	393.0	75-102	68-74,103-361	3wig	A	F-Q02750-F1-model_v3.cif	3wig.cif	2013-09-12
MAP2K1	Q02750	393.0	75-102	68-74,103-361	3zls	A	F-Q02750-F1-model_v3.cif	3zls.cif	2013-02-04
MAP2K1	Q02750	393.0	75-102	68-74,103-361	3zlw	A	F-Q02750-F1-model_v3.cif	3zlw.cif	2013-02-04
MAP2K1	Q02750	393.0	75-102	68-74,103-361	3zlx	A	F-Q02750-F1-model_v3.cif	3zlx.cif	2013-02-04
MAP2K1	Q02750	393.0	75-102	68-74,103-361	3zly	A	F-Q02750-F1-model_v3.cif	3zly.cif	2013-02-04
MAP2K1	Q02750	393.0	75-102	68-74,103-361	3zm4	A	F-Q02750-F1-model_v3.cif	3zm4.cif	2013-02-05
MAP2K1	Q02750	393.0	75-102	68-74,103-361	4an2	A	F-Q02750-F1-model_v3.cif	4an2.cif	2012-03-14
MAP2K1	Q02750	393.0	75-102	68-74,103-361	4an3	A	F-Q02750-F1-model_v3.cif	4an3.cif	2012-03-15
MAP2K1	Q02750	393.0	75-102	68-74,103-361	4an9	A	F-Q02750-F1-model_v3.cif	4an9.cif	2012-03-16
MAP2K1	Q02750	393.0	75-102	68-74,103-361	4anb	A	F-Q02750-F1-model_v3.cif	4anb.cif	2012-03-16
MAP2K1	Q02750	393.0	75-102	68-74,103-361	4ark	A	F-Q02750-F1-model_v3.cif	4ark.cif	2012-04-24
MAP2K1	Q02750	393.0	75-102	68-74,103-361	4lmn	A	F-Q02750-F1-model_v3.cif	4lmn.cif	2013-07-10
MAP2K1	Q02750	393.0	75-102	68-74,103-361	4mne	A	F-Q02750-F1-model_v3.cif	4mne.cif	2013-09-10
MAP2K1	Q02750	393.0	75-102	68-74,103-361	4u7z	A	F-Q02750-F1-model_v3.cif	4u7z.cif	2014-07-31
MAP2K1	Q02750	393.0	75-102	68-74,103-361	4u80	A	F-Q02750-F1-model_v3.cif	4u80.cif	2014-07-31
MAP2K1	Q02750	393.0	75-102	68-74,103-361	4u81	A	F-Q02750-F1-model_v3.cif	4u81.cif	2014-07-31
MAP2K1	Q02750	393.0	75-102	68-74,103-361	5bx0	A	F-Q02750-F1-model_v3.cif	5bx0.cif	2015-06-08
MAP2K1	Q02750	393.0	75-102	68-74,103-361	5eym	A	F-Q02750-F1-model_v3.cif	5eym.cif	2015-11-25
MAP2K1	Q02750	393.0	75-102	68-74,103-361	5hze	A	F-Q02750-F1-model_v3.cif	5hze.cif	2016-02-02
MAP2K1	Q02750	393.0	75-102	68-74,103-361	5yt3	A	F-Q02750-F1-model_v3.cif	5yt3.cif	2017-11-16
MAP2K1	Q02750	393.0	75-102	68-74,103-361	6nyb	B	F-Q02750-F1-model_v3.cif	6nyb.cif	2019-02-11
MAP2K1	Q02750	393.0	75-102	68-74,103-361	6pp9	B	F-Q02750-F1-model_v3.cif	6pp9.cif	2019-07-05
MAP2K1	Q02750	393.0	75-102	68-74,103-361	6q0j	C	F-Q02750-F1-model_v3.cif	6q0j.cif	2019-08-01
MAP2K1	Q02750	393.0	75-102	68-74,103-361	6q0t	C	F-Q02750-F1-model_v3.cif	6q0t.cif	2019-08-02
MAP2K1	Q02750	393.0	75-102	68-74,103-361	6u2g	A	F-Q02750-F1-model_v3.cif	6u2g.cif	2019-08-19
MAP2K1	Q02750	393.0	75-102	68-74,103-361	6v2w	B	F-Q02750-F1-model_v3.cif	6v2w.cif	2019-11-25
MAP2K1	Q02750	393.0	75-102	68-74,103-361	6x2p	D	F-Q02750-F1-model_v3.cif	6x2p.cif	2020-05-20
MAP2K1	Q02750	393.0	75-102	68-74,103-361	6x2s	D	F-Q02750-F1-model_v3.cif	6x2s.cif	2020-05-20
MAP2K1	Q02750	393.0	75-102	68-74,103-361	6x2x	D	F-Q02750-F1-model_v3.cif	6x2x.cif	2020-05-21
MAP2K1	Q02750	393.0	75-102	68-74,103-361	7b3m	A	F-Q02750-F1-model_v3.cif	7b3m.cif	2020-12-01
MAP2K1	Q02750	393.0	75-102	68-74,103-361	7b7r	A	F-Q02750-F1-model_v3.cif	7b7r.cif	2020-12-11
MAP2K1	Q02750	393.0	75-102	68-74,103-361	7b94	A	F-Q02750-F1-model_v3.cif	7b94.cif	2020-12-14
MAP2K1	Q02750	393.0	75-102	68-74,103-361	7b9l	A	F-Q02750-F1-model_v3.cif	7b9l.cif	2020-12-14
MAP2K1	Q02750	393.0	75-102	68-74,103-361	7f2x	A	F-Q02750-F1-model_v3.cif	7f2x.cif	2021-06-15
MAP2K1	Q02750	393.0	75-102	68-74,103-361	7m0t	A	F-Q02750-F1-model_v3.cif	7m0t.cif	2021-03-11
MAP2K1	Q02750	393.0	75-102	68-74,103-361	7m0u	B	F-Q02750-F1-model_v3.cif	7m0u.cif	2021-03-11
MAP2K1	Q02750	393.0	75-102	68-74,103-361	7m0v	B	F-Q02750-F1-model_v3.cif	7m0v.cif	2021-03-11
MAP2K1	Q02750	393.0	75-102	68-74,103-361	7m0w	A	F-Q02750-F1-model_v3.cif	7m0w.cif	2021-03-11
MAP2K1	Q02750	393.0	75-102	68-74,103-361	7m0x	B	F-Q02750-F1-model_v3.cif	7m0x.cif	2021-03-11
MAP2K1	Q02750	393.0	75-102	68-74,103-361	7m0y	B	F-Q02750-F1-model_v3.cif	7m0y.cif	2021-03-11
MAP2K1	Q02750	393.0	75-102	68-74,103-361	7m0z	B	F-Q02750-F1-model_v3.cif	7m0z.cif	2021-03-11
MAP2K1	Q02750	393.0	75-102	68-74,103-361	7mfd	B	F-Q02750-F1-model_v3.cif	7mfd.cif	2021-04-09
MAP2K1	Q02750	393.0	75-102	68-74,103-361	7pqv	A	F-Q02750-F1-model_v3.cif	7pqv.cif	2021-09-20
MAP2K1	Q02750	393.0	75-102	68-74,103-361	7umb	B	F-Q02750-F1-model_v3.cif	7umb.cif	2022-04-06
MAP2K1	Q02750	393.0	75-102	68-74,103-361	7xlp	A	F-Q02750-F1-model_v3.cif	7xlp.cif	2022-04-22
MAP2K1	Q02750	393.0	75-102	68-74,103-361	7xnc	A	F-Q02750-F1-model_v3.cif	7xnc.cif	2022-04-28
MAP2K1	Q02750	393.0	75-102	68-74,103-361	8chf	E	F-Q02750-F1-model_v3.cif	8chf.cif	2023-02-07
MAP2K1	Q02750	393.0	75-102	68-74,103-361	8dgs	B	F-Q02750-F1-model_v3.cif	8dgs.cif	2022-06-24
MAP2K1	Q02750	393.0	75-102	68-74,103-361	8dgt	B	F-Q02750-F1-model_v3.cif	8dgt.cif	2022-06-24
MAP2K1	Q02750	393.0	75-102	68-74,103-361	9axa	B	F-Q02750-F1-model_v3.cif	9axa.cif	2024-03-06
MAP2K1	Q02750	393.0	75-102	68-74,103-361	9axc	B	F-Q02750-F1-model_v3.cif	9axc.cif	2024-03-06
MAP2K1	Q02750	393.0	75-102	68-74,103-361	9axh	A	F-Q02750-F1-model_v3.cif	9axh.cif	2024-03-06
MAP2K1	Q02750	393.0	75-102	68-74,103-361	9axm	A	F-Q02750-F1-model_v3.cif	9axm.cif	2024-03-06
MAP2K1	Q02750	393.0	75-102	68-74,103-361	9axx	A	F-Q02750-F1-model_v3.cif	9axx.cif	2024-03-06
MAP2K1	Q02750	393.0	75-102	68-74,103-361	9axy	B	F-Q02750-F1-model_v3.cif	9axy.cif	2024-03-06
MAP2K1	Q02750	393.0	75-102	68-74,103-361	9ay7	B	F-Q02750-F1-model_v3.cif	9ay7.cif	2024-03-07
MAP2K1	Q02750	393.0	75-102	68-74,103-361	9aya	B	F-Q02750-F1-model_v3.cif	9aya.cif	2024-03-07
LCK	P06239	509.0	127-244,341-408	61-121,499-509	1bhf	A	F-P06239-F1-model_v3.cif	1bhf.cif	1998-06-08
LCK	P06239	509.0	127-244,341-408	61-121,499-509	1bhh	A	F-P06239-F1-model_v3.cif	1bhh.cif	1998-06-08
LCK	P06239	509.0	127-244,341-408	61-121,499-509	1cwd	A	F-P06239-F1-model_v3.cif	1cwd.cif	1995-09-06
LCK	P06239	509.0	127-244,341-408	61-121,499-509	1cwe	A	F-P06239-F1-model_v3.cif	1cwe.cif	1995-09-06
LCK	P06239	509.0	127-244,341-408	61-121,499-509	1fbz	A	F-P06239-F1-model_v3.cif	1fbz.cif	2000-07-17
LCK	P06239	509.0	127-244,341-408	61-121,499-509	1h92	A	F-P06239-F1-model_v3.cif	1h92.cif	2001-02-22
LCK	P06239	509.0	127-244,341-408	61-121,499-509	1ijr	A	F-P06239-F1-model_v3.cif	1ijr.cif	2001-04-27
LCK	P06239	509.0	127-244,341-408	61-121,499-509	1kik	A	F-P06239-F1-model_v3.cif	1kik.cif	2001-12-03
LCK	P06239	509.0	127-244,341-408	61-121,499-509	1lcj	A	F-P06239-F1-model_v3.cif	1lcj.cif	1994-12-12
LCK	P06239	509.0	127-244,341-408	61-121,499-509	1lck	A	F-P06239-F1-model_v3.cif	1lck.cif	1994-12-12
LCK	P06239	509.0	127-244,341-408	61-121,499-509	1lkk	A	F-P06239-F1-model_v3.cif	1lkk.cif	1995-11-10
LCK	P06239	509.0	127-244,341-408	61-121,499-509	1lkl	A	F-P06239-F1-model_v3.cif	1lkl.cif	1995-11-10
LCK	P06239	509.0	127-244,341-408	61-121,499-509	1q68	B	F-P06239-F1-model_v3.cif	1q68.cif	2003-08-12
LCK	P06239	509.0	127-244,341-408	61-121,499-509	1q69	B	F-P06239-F1-model_v3.cif	1q69.cif	2003-08-12
LCK	P06239	509.0	127-244,341-408	61-121,499-509	1qpc	A	F-P06239-F1-model_v3.cif	1qpc.cif	1999-05-21
LCK	P06239	509.0	127-244,341-408	61-121,499-509	1qpd	A	F-P06239-F1-model_v3.cif	1qpd.cif	1999-05-24
LCK	P06239	509.0	127-244,341-408	61-121,499-509	1qpe	A	F-P06239-F1-model_v3.cif	1qpe.cif	1999-05-24
LCK	P06239	509.0	127-244,341-408	61-121,499-509	1qpj	A	F-P06239-F1-model_v3.cif	1qpj.cif	1999-05-25
LCK	P06239	509.0	127-244,341-408	61-121,499-509	1x27	A	F-P06239-F1-model_v3.cif	1x27.cif	2005-04-20
LCK	P06239	509.0	127-244,341-408	61-121,499-509	2iim	A	F-P06239-F1-model_v3.cif	2iim.cif	2006-09-28
LCK	P06239	509.0	127-244,341-408	61-121,499-509	2of2	A	F-P06239-F1-model_v3.cif	2of2.cif	2007-01-02
LCK	P06239	509.0	127-244,341-408	61-121,499-509	2of4	A	F-P06239-F1-model_v3.cif	2of4.cif	2007-01-02
LCK	P06239	509.0	127-244,341-408	61-121,499-509	2ofu	A	F-P06239-F1-model_v3.cif	2ofu.cif	2007-01-04
LCK	P06239	509.0	127-244,341-408	61-121,499-509	2ofv	A	F-P06239-F1-model_v3.cif	2ofv.cif	2007-01-04
LCK	P06239	509.0	127-244,341-408	61-121,499-509	2og8	A	F-P06239-F1-model_v3.cif	2og8.cif	2007-01-05
LCK	P06239	509.0	127-244,341-408	61-121,499-509	2pl0	A	F-P06239-F1-model_v3.cif	2pl0.cif	2007-04-18
LCK	P06239	509.0	127-244,341-408	61-121,499-509	2zm1	A	F-P06239-F1-model_v3.cif	2zm1.cif	2008-04-10
LCK	P06239	509.0	127-244,341-408	61-121,499-509	2zm4	A	F-P06239-F1-model_v3.cif	2zm4.cif	2008-04-11
LCK	P06239	509.0	127-244,341-408	61-121,499-509	2zyb	A	F-P06239-F1-model_v3.cif	2zyb.cif	2009-01-19
LCK	P06239	509.0	127-244,341-408	61-121,499-509	3ac1	A	F-P06239-F1-model_v3.cif	3ac1.cif	2009-12-28
LCK	P06239	509.0	127-244,341-408	61-121,499-509	3ac2	A	F-P06239-F1-model_v3.cif	3ac2.cif	2009-12-28
LCK	P06239	509.0	127-244,341-408	61-121,499-509	3ac3	A	F-P06239-F1-model_v3.cif	3ac3.cif	2009-12-28
LCK	P06239	509.0	127-244,341-408	61-121,499-509	3ac4	A	F-P06239-F1-model_v3.cif	3ac4.cif	2009-12-28
LCK	P06239	509.0	127-244,341-408	61-121,499-509	3ac5	A	F-P06239-F1-model_v3.cif	3ac5.cif	2009-12-28
LCK	P06239	509.0	127-244,341-408	61-121,499-509	3ac8	A	F-P06239-F1-model_v3.cif	3ac8.cif	2009-12-29
LCK	P06239	509.0	127-244,341-408	61-121,499-509	3acj	A	F-P06239-F1-model_v3.cif	3acj.cif	2010-01-05
LCK	P06239	509.0	127-244,341-408	61-121,499-509	3ack	A	F-P06239-F1-model_v3.cif	3ack.cif	2010-01-05
LCK	P06239	509.0	127-244,341-408	61-121,499-509	3ad4	A	F-P06239-F1-model_v3.cif	3ad4.cif	2010-01-14
LCK	P06239	509.0	127-244,341-408	61-121,499-509	3ad5	A	F-P06239-F1-model_v3.cif	3ad5.cif	2010-01-14
LCK	P06239	509.0	127-244,341-408	61-121,499-509	3ad6	A	F-P06239-F1-model_v3.cif	3ad6.cif	2010-01-14
LCK	P06239	509.0	127-244,341-408	61-121,499-509	3b2w	A	F-P06239-F1-model_v3.cif	3b2w.cif	2007-10-19
LCK	P06239	509.0	127-244,341-408	61-121,499-509	3brh	C	F-P06239-F1-model_v3.cif	3brh.cif	2007-12-21
LCK	P06239	509.0	127-244,341-408	61-121,499-509	3bym	A	F-P06239-F1-model_v3.cif	3bym.cif	2008-01-16
LCK	P06239	509.0	127-244,341-408	61-121,499-509	3byo	A	F-P06239-F1-model_v3.cif	3byo.cif	2008-01-16
LCK	P06239	509.0	127-244,341-408	61-121,499-509	3bys	A	F-P06239-F1-model_v3.cif	3bys.cif	2008-01-16
LCK	P06239	509.0	127-244,341-408	61-121,499-509	3byu	A	F-P06239-F1-model_v3.cif	3byu.cif	2008-01-16
LCK	P06239	509.0	127-244,341-408	61-121,499-509	3kmm	A	F-P06239-F1-model_v3.cif	3kmm.cif	2009-11-10
LCK	P06239	509.0	127-244,341-408	61-121,499-509	3kxz	A	F-P06239-F1-model_v3.cif	3kxz.cif	2009-12-04
LCK	P06239	509.0	127-244,341-408	61-121,499-509	3lck	A	F-P06239-F1-model_v3.cif	3lck.cif	1997-04-08
LCK	P06239	509.0	127-244,341-408	61-121,499-509	3mpm	A	F-P06239-F1-model_v3.cif	3mpm.cif	2010-04-27
LCK	P06239	509.0	127-244,341-408	61-121,499-509	4c3f	A	F-P06239-F1-model_v3.cif	4c3f.cif	2013-08-23
LCK	P06239	509.0	127-244,341-408	61-121,499-509	4d8k	A	F-P06239-F1-model_v3.cif	4d8k.cif	2012-01-10
LCK	P06239	509.0	127-244,341-408	61-121,499-509	5mtm	A	F-P06239-F1-model_v3.cif	5mtm.cif	2017-01-10
LCK	P06239	509.0	127-244,341-408	61-121,499-509	5mtn	A	F-P06239-F1-model_v3.cif	5mtn.cif	2017-01-10
LCK	P06239	509.0	127-244,341-408	61-121,499-509	6h6a	B	F-P06239-F1-model_v3.cif	6h6a.cif	2018-07-26
LCK	P06239	509.0	127-244,341-408	61-121,499-509	6pdj	A	F-P06239-F1-model_v3.cif	6pdj.cif	2019-06-19
LCK	P06239	509.0	127-244,341-408	61-121,499-509	8x2p	A	F-P06239-F1-model_v3.cif	8x2p.cif	2023-11-10
KDR	P35968	1356.0	790-833	834-1162	1vr2	A	F-P35968-F1-model_v3.cif	1vr2.cif	1998-12-03
KDR	P35968	1356.0	790-833	834-1162	1y6a	A	F-P35968-F1-model_v3.cif	1y6a.cif	2004-12-05
KDR	P35968	1356.0	790-833	834-1162	1y6b	A	F-P35968-F1-model_v3.cif	1y6b.cif	2004-12-05
KDR	P35968	1356.0	790-833	834-1162	1ywn	A	F-P35968-F1-model_v3.cif	1ywn.cif	2005-02-18
KDR	P35968	1356.0	790-833	834-1162	2m59	A	F-P35968-F1-model_v3.cif	2m59.cif	2013-02-19
KDR	P35968	1356.0	790-833	834-1162	2met	A	F-P35968-F1-model_v3.cif	2met.cif	2013-10-02
KDR	P35968	1356.0	790-833	834-1162	2meu	A	F-P35968-F1-model_v3.cif	2meu.cif	2013-10-02
KDR	P35968	1356.0	790-833	834-1162	2oh4	A	F-P35968-F1-model_v3.cif	2oh4.cif	2007-01-09
KDR	P35968	1356.0	790-833	834-1162	2p2h	A	F-P35968-F1-model_v3.cif	2p2h.cif	2007-03-07
KDR	P35968	1356.0	790-833	834-1162	2p2i	A	F-P35968-F1-model_v3.cif	2p2i.cif	2007-03-07
KDR	P35968	1356.0	790-833	834-1162	2qu5	A	F-P35968-F1-model_v3.cif	2qu5.cif	2007-08-03
KDR	P35968	1356.0	790-833	834-1162	2qu6	A	F-P35968-F1-model_v3.cif	2qu6.cif	2007-08-03
KDR	P35968	1356.0	790-833	834-1162	2rl5	A	F-P35968-F1-model_v3.cif	2rl5.cif	2007-10-18
KDR	P35968	1356.0	790-833	834-1162	2x1w	E	F-P35968-F1-model_v3.cif	2x1w.cif	2010-01-08
KDR	P35968	1356.0	790-833	834-1162	2x1x	B	F-P35968-F1-model_v3.cif	2x1x.cif	2010-01-08
KDR	P35968	1356.0	790-833	834-1162	2xir	A	F-P35968-F1-model_v3.cif	2xir.cif	2010-06-30
KDR	P35968	1356.0	790-833	834-1162	3b8q	A	F-P35968-F1-model_v3.cif	3b8q.cif	2007-11-01
KDR	P35968	1356.0	790-833	834-1162	3b8r	A	F-P35968-F1-model_v3.cif	3b8r.cif	2007-11-01
KDR	P35968	1356.0	790-833	834-1162	3be2	A	F-P35968-F1-model_v3.cif	3be2.cif	2007-11-16
KDR	P35968	1356.0	790-833	834-1162	3c7q	A	F-P35968-F1-model_v3.cif	3c7q.cif	2008-02-08
KDR	P35968	1356.0	790-833	834-1162	3cjf	A	F-P35968-F1-model_v3.cif	3cjf.cif	2008-03-12
KDR	P35968	1356.0	790-833	834-1162	3cjg	A	F-P35968-F1-model_v3.cif	3cjg.cif	2008-03-12
KDR	P35968	1356.0	790-833	834-1162	3cp9	A	F-P35968-F1-model_v3.cif	3cp9.cif	2008-03-31
KDR	P35968	1356.0	790-833	834-1162	3cpb	A	F-P35968-F1-model_v3.cif	3cpb.cif	2008-03-31
KDR	P35968	1356.0	790-833	834-1162	3cpc	A	F-P35968-F1-model_v3.cif	3cpc.cif	2008-03-31
KDR	P35968	1356.0	790-833	834-1162	3dtw	A	F-P35968-F1-model_v3.cif	3dtw.cif	2008-07-16
KDR	P35968	1356.0	790-833	834-1162	3efl	A	F-P35968-F1-model_v3.cif	3efl.cif	2008-09-09
KDR	P35968	1356.0	790-833	834-1162	3ewh	A	F-P35968-F1-model_v3.cif	3ewh.cif	2008-10-15
KDR	P35968	1356.0	790-833	834-1162	3kvq	A	F-P35968-F1-model_v3.cif	3kvq.cif	2009-11-30
KDR	P35968	1356.0	790-833	834-1162	3s35	C	F-P35968-F1-model_v3.cif	3s35.cif	2011-05-17
KDR	P35968	1356.0	790-833	834-1162	3s36	C	F-P35968-F1-model_v3.cif	3s36.cif	2011-05-17
KDR	P35968	1356.0	790-833	834-1162	3s37	C	F-P35968-F1-model_v3.cif	3s37.cif	2011-05-17
KDR	P35968	1356.0	790-833	834-1162	3u6j	A	F-P35968-F1-model_v3.cif	3u6j.cif	2011-10-12
KDR	P35968	1356.0	790-833	834-1162	3v2a	A	F-P35968-F1-model_v3.cif	3v2a.cif	2011-12-12
KDR	P35968	1356.0	790-833	834-1162	3v6b	B	F-P35968-F1-model_v3.cif	3v6b.cif	2011-12-19
KDR	P35968	1356.0	790-833	834-1162	3vhe	A	F-P35968-F1-model_v3.cif	3vhe.cif	2011-08-24
KDR	P35968	1356.0	790-833	834-1162	3vhk	A	F-P35968-F1-model_v3.cif	3vhk.cif	2011-08-25
KDR	P35968	1356.0	790-833	834-1162	3vid	A	F-P35968-F1-model_v3.cif	3vid.cif	2011-09-29
KDR	P35968	1356.0	790-833	834-1162	3vnt	A	F-P35968-F1-model_v3.cif	3vnt.cif	2012-01-17
KDR	P35968	1356.0	790-833	834-1162	3vo3	A	F-P35968-F1-model_v3.cif	3vo3.cif	2012-01-19
KDR	P35968	1356.0	790-833	834-1162	3wzd	A	F-P35968-F1-model_v3.cif	3wzd.cif	2014-09-24
KDR	P35968	1356.0	790-833	834-1162	3wze	A	F-P35968-F1-model_v3.cif	3wze.cif	2014-09-24
KDR	P35968	1356.0	790-833	834-1162	4ag8	A	F-P35968-F1-model_v3.cif	4ag8.cif	2012-01-24
